ppe_types_requested,datecreated,facility_type,stateprovince,county,censustractfips
"Face Shields, KN95 Respirators, N95 Respirators, Disinfecting Wipes, Nitrile Gloves, Surgical Masks, Safety Glasses, Gowns, Safety Goggles",2020-11-16 01:23:20.377000+00:00,,GA,Clayton,
"Gowns, Nitrile Gloves, Safety Glasses, N95 Respirators",2020-11-16 02:10:05.300000+00:00,,NY,Kings,
"Gowns, Disinfecting Wipes, Hand Sanitizer, Face Shields, Surgical Caps / Bouffant Caps, Thermometers, Coveralls / Bunny Suits, Disposable Booties",2020-11-16 04:45:59.567000+00:00,,FL,,
"Thermometers, Cloth Masks, Nitrile Gloves, Surgical Masks, Disinfecting Wipes, Safety Glasses, Hand Sanitizer, Face Shields, Clear / Visually Accessible Masks, Gowns",2020-11-16 05:12:32.789000+00:00,,NC,Scotland,
"Safety Glasses, Surgical Masks, Hand Sanitizer, Disinfecting Wipes, Safety Goggles, N95 Respirators, KN95 Respirators, Nitrile Gloves",2020-11-16 13:37:05.589000+00:00,,CA,Sacramento,
"Surgical Masks, N95 Respirators, Hand Sanitizer, Cloth Masks, Disinfecting Wipes, Gowns, Safety Glasses, Clear / Visually Accessible Masks, KN95 Respirators, Face Shields",2020-11-16 16:54:06.286000+00:00,,MI,Livingston,
N95 Respirators,2020-11-16 17:20:04.015000+00:00,,CA,San Bernardino,
"N95 Respirators, KN95 Respirators, Disinfecting Wipes",2020-11-16 18:58:38.813000+00:00,,MO,Scotland,
"Disinfecting Wipes, PAPR Replacement Face Shields, Surgical Caps / Bouffant Caps, N95 Respirators",2020-11-16 21:32:23.992000+00:00,,NJ,Morris,
"N95 Respirators, Gowns, Surgical Masks, KN95 Respirators",2020-11-16 22:25:43.023000+00:00,,TX,Bell,
"N95 Respirators, Face Shields",2020-11-16 22:43:03.863000+00:00,,CA,Sonoma,
"Disinfecting Wipes, Clear / Visually Accessible Masks, Gowns, N95 Respirators, Disposable Booties",2020-11-17 01:41:19.282000+00:00,,NC,,
"Safety Goggles, Face Shields, Ear Savers, Two-way Communication Devices, Coveralls / Bunny Suits, Gowns, Safety Glasses, PAPR Replacement Face Shields, Disinfecting Wipes, Disposable Booties, Hand Sanitizer, Handwashing Stations, Nitrile Gloves, Sneeze Guards / Barriers, Thermometers",2020-11-17 07:28:35.873000+00:00,,NY,Kings,
"KN95 Respirators, Safety Glasses, N95 Respirators, Ear Savers, Surgical Caps / Bouffant Caps, PAPR Replacement Face Shields",2020-11-17 14:04:03.108000+00:00,,IN,Morgan,
"Face Shields, Surgical Caps / Bouffant Caps, Body Bags, Disinfecting Wipes, Nitrile Gloves, Gowns, N95 Respirators, Hand Sanitizer",2020-11-17 15:14:04.237000+00:00,,GA,Washington,
"Sneeze Guards / Barriers, Face Shields, Thermometers, Hand Sanitizer, Disinfecting Wipes, PAPR Replacement Face Shields, N95 Respirators, Cloth Masks, Nitrile Gloves, Clear / Visually Accessible Masks, Disposable Booties, Surgical Masks, KN95 Respirators",2020-11-17 16:22:00.103000+00:00,,IL,Winnebago,
"Face Shields, Ear Savers, Sneeze Guards / Barriers, Nitrile Gloves, Cloth Masks, Clear / Visually Accessible Masks, Thermometers, KN95 Respirators, Hand Sanitizer, Disinfecting Wipes",2020-11-17 19:05:37.855000+00:00,,NC,Robeson,
"PAPR Replacement Face Shields, Hand Sanitizer, Safety Goggles, Ear Savers, Thermometers, Nitrile Gloves, Face Shields, Surgical Masks, Safety Glasses, N95 Respirators, Gowns, Disposable Booties, Cloth Masks, Handwashing Stations, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Sneeze Guards / Barriers, Coveralls / Bunny Suits, KN95 Respirators, Two-way Communication Devices",2020-11-17 19:20:57.664000+00:00,,AZ,Yuma,
"KN95 Respirators, N95 Respirators, Surgical Masks, Thermometers, Face Shields, Disinfecting Wipes, Safety Glasses, Safety Goggles",2020-11-17 19:24:04.764000+00:00,,CA,Santa Barbara,
"KN95 Respirators, Disinfecting Wipes, Surgical Masks, Hand Sanitizer, Nitrile Gloves",2020-11-17 20:53:12.028000+00:00,,LA,Ouachita Parish,
"Surgical Masks, Hand Sanitizer, Nitrile Gloves, Coveralls / Bunny Suits, Disinfecting Wipes, KN95 Respirators, Thermometers, Gowns, Body Bags, Cloth Masks",2020-11-17 22:04:32.154000+00:00,,NY,Richmond,
"KN95 Respirators, Disinfecting Wipes, N95 Respirators, Hand Sanitizer, Face Shields, Surgical Masks",2020-11-17 23:10:17.091000+00:00,,IL,Cook,
"Nitrile Gloves, Thermometers, Safety Goggles, KN95 Respirators, Surgical Masks, Sneeze Guards / Barriers, Hand Sanitizer, Disposable Booties, PAPR Replacement Face Shields, Surgical Caps / Bouffant Caps, Gowns, N95 Respirators, Safety Glasses, Disinfecting Wipes, Coveralls / Bunny Suits, Face Shields, Cloth Masks, Handwashing Stations, Two-way Communication Devices, Clear / Visually Accessible Masks",2020-11-18 04:26:05.993000+00:00,,AZ,Maricopa,
"KN95 Respirators, N95 Respirators",2020-11-18 05:17:34.054000+00:00,,CA,San Francisco,
N95 Respirators,2020-11-18 07:19:39.575000+00:00,,CA,San Bernardino,
"Safety Glasses, KN95 Respirators, Face Shields, Cloth Masks, Nitrile Gloves, Ear Savers, Hand Sanitizer",2020-11-18 07:55:47.562000+00:00,,WA,,
"Clear / Visually Accessible Masks, Nitrile Gloves",2020-11-18 13:39:59.250000+00:00,,NJ,Warren,
"Gowns, Thermometers, Disinfecting Wipes, Surgical Masks, KN95 Respirators, Clear / Visually Accessible Masks, Face Shields, Surgical Caps / Bouffant Caps, Hand Sanitizer, Nitrile Gloves, Disposable Booties, Cloth Masks",2020-11-18 15:09:01.220000+00:00,,NY,Kings,
"Cloth Masks, Hand Sanitizer",2020-11-18 15:57:28.416000+00:00,,AZ,Maricopa,
"Disinfecting Wipes, Hand Sanitizer, Cloth Masks",2020-11-18 15:58:11.732000+00:00,,VA,Prince George,
"Face Shields, Sneeze Guards / Barriers, Thermometers, N95 Respirators, Disposable Booties, Disinfecting Wipes",2020-11-18 16:05:03.139000+00:00,,TX,DeWitt,
"Handwashing Stations, Safety Glasses, Face Shields, Clear / Visually Accessible Masks, Coveralls / Bunny Suits, Disinfecting Wipes, Nitrile Gloves, Surgical Masks, Hand Sanitizer",2020-11-18 17:05:28.418000+00:00,,NY,Nassau,
"N95 Respirators, Coveralls / Bunny Suits, Clear / Visually Accessible Masks, Safety Glasses, Surgical Caps / Bouffant Caps, Disposable Booties, Gowns, KN95 Respirators, Sneeze Guards / Barriers, Hand Sanitizer, PAPR Replacement Face Shields, Nitrile Gloves, Cloth Masks, Handwashing Stations, Disinfecting Wipes, Surgical Masks, Ear Savers, Face Shields, Thermometers, Body Bags, Two-way Communication Devices, Safety Goggles",2020-11-18 17:50:24.211000+00:00,,MN,Blue Earth,
"Thermometers, Surgical Caps / Bouffant Caps, Disposable Booties, Hand Sanitizer, Face Shields, Gowns, Coveralls / Bunny Suits, Disinfecting Wipes, Safety Glasses, Nitrile Gloves",2020-11-18 18:00:32.935000+00:00,,MD,Prince George's,
"Nitrile Gloves, Disinfecting Wipes, Surgical Masks, Hand Sanitizer",2020-11-18 18:11:43.305000+00:00,,CA,San Mateo,
"N95 Respirators, Clear / Visually Accessible Masks, Disinfecting Wipes, Surgical Masks, Thermometers, Body Bags, Ear Savers, KN95 Respirators, Cloth Masks, Hand Sanitizer, Nitrile Gloves, Face Shields",2020-11-18 18:20:40.933000+00:00,,CA,Kern,
"Clear / Visually Accessible Masks, Hand Sanitizer, Disinfecting Wipes, Cloth Masks, Sneeze Guards / Barriers, N95 Respirators, Safety Glasses, PAPR Replacement Face Shields, Thermometers, Face Shields",2020-11-18 18:25:58.276000+00:00,,NC,Pitt,
"Cloth Masks, Disinfecting Wipes, Surgical Masks, Gowns, Face Shields, Hand Sanitizer, Nitrile Gloves",2020-11-18 20:01:08.819000+00:00,,NY,Nassau,
"Surgical Masks, Disinfecting Wipes, Ear Savers, Thermometers, Nitrile Gloves",2020-11-18 20:21:13.158000+00:00,,CA,San Mateo,
"Nitrile Gloves, Hand Sanitizer, Surgical Masks, Disinfecting Wipes, Thermometers",2020-11-18 21:30:56.646000+00:00,,TX,Cameron,
"Disposable Booties, Face Shields, Thermometers, Hand Sanitizer, PAPR Replacement Face Shields, Gowns, Disinfecting Wipes, Clear / Visually Accessible Masks, KN95 Respirators, Nitrile Gloves, Surgical Masks, Surgical Caps / Bouffant Caps, Cloth Masks, Coveralls / Bunny Suits, Safety Goggles, N95 Respirators, Safety Glasses",2020-11-18 22:22:06.148000+00:00,,VA,Rockingham,
"KN95 Respirators, Handwashing Stations, Disinfecting Wipes, PAPR Replacement Face Shields, Safety Glasses, N95 Respirators, Surgical Masks, Clear / Visually Accessible Masks, Sneeze Guards / Barriers, Surgical Caps / Bouffant Caps, Ear Savers, Nitrile Gloves, Safety Goggles, Coveralls / Bunny Suits, Cloth Masks, Disposable Booties, Thermometers, Hand Sanitizer, Face Shields, Two-way Communication Devices, Gowns",2020-11-19 00:16:07.321000+00:00,,CT,Windham,
"Cloth Masks, Surgical Masks, Face Shields, KN95 Respirators, N95 Respirators, Nitrile Gloves, Disinfecting Wipes, Clear / Visually Accessible Masks",2020-11-19 01:20:24.164000+00:00,,CA,Santa Clara,
"Safety Glasses, Face Shields, Coveralls / Bunny Suits, Surgical Caps / Bouffant Caps, Clear / Visually Accessible Masks, Disinfecting Wipes, Sneeze Guards / Barriers, N95 Respirators, Nitrile Gloves, Gowns",2020-11-19 02:35:32.270000+00:00,,NJ,Camden,
"Nitrile Gloves, Handwashing Stations, Surgical Masks, Disinfecting Wipes, Hand Sanitizer",2020-11-19 02:53:36.354000+00:00,,NY,Queens,
"Cloth Masks, Disinfecting Wipes, Face Shields, Nitrile Gloves, Surgical Masks",2020-11-19 03:16:25.615000+00:00,,CA,Solano,
"Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Hand Sanitizer, N95 Respirators, KN95 Respirators",2020-11-19 03:20:34.313000+00:00,,SD,Union,
"PAPR Replacement Face Shields, Thermometers, Disinfecting Wipes, Gowns, N95 Respirators, Handwashing Stations, Two-way Communication Devices",2020-11-19 03:39:57.250000+00:00,,MI,Macomb,
"Disinfecting Wipes, Surgical Masks, Nitrile Gloves, Hand Sanitizer, N95 Respirators",2020-11-19 03:47:24.101000+00:00,,OH,Huron,
"N95 Respirators, Disinfecting Wipes, Nitrile Gloves",2020-11-19 04:27:59.290000+00:00,,OR,Yamhill,
"KN95 Respirators, N95 Respirators",2020-11-19 13:33:11.741000+00:00,,FL,,
"Thermometers, Sneeze Guards / Barriers, N95 Respirators, Face Shields, Nitrile Gloves, Disposable Booties, Safety Glasses, Handwashing Stations, Safety Goggles, Ear Savers, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Hand Sanitizer, Two-way Communication Devices, Cloth Masks, Clear / Visually Accessible Masks",2020-11-19 13:37:57.098000+00:00,,PA,Beaver,
Disinfecting Wipes,2020-11-19 15:04:46.289000+00:00,,CA,Los Angeles,
"Thermometers, Safety Glasses, KN95 Respirators, Hand Sanitizer, Surgical Masks, Nitrile Gloves, Disinfecting Wipes",2020-11-19 15:18:21.718000+00:00,,OK,Mayes,
"Surgical Masks, Hand Sanitizer, Cloth Masks, Nitrile Gloves, Face Shields, Disinfecting Wipes",2020-11-19 15:29:09.681000+00:00,,AZ,Pinal,
"Disinfecting Wipes, Surgical Masks, Cloth Masks, Ear Savers, Hand Sanitizer, Gowns, Thermometers, Nitrile Gloves",2020-11-19 15:52:35.827000+00:00,,MA,Middlesex,
"Cloth Masks, Disposable Booties, Disinfecting Wipes",2020-11-19 15:56:53.629000+00:00,,MA,Middlesex,
"Surgical Masks, Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer",2020-11-19 15:58:23.140000+00:00,,MA,Middlesex,
"Safety Glasses, Hand Sanitizer, Sneeze Guards / Barriers, Surgical Masks, Handwashing Stations, PAPR Replacement Face Shields, Nitrile Gloves, Face Shields, Thermometers, KN95 Respirators, Disinfecting Wipes",2020-11-19 16:13:17.685000+00:00,,AZ,Pima,
"Safety Glasses, Surgical Masks, Face Shields, Disinfecting Wipes, N95 Respirators, Gowns, Thermometers, Sneeze Guards / Barriers, Nitrile Gloves, Hand Sanitizer, Disposable Booties",2020-11-19 16:28:04.463000+00:00,,MA,Middlesex,
"Hand Sanitizer, Nitrile Gloves, Face Shields, Sneeze Guards / Barriers, Disinfecting Wipes",2020-11-19 16:28:46.513000+00:00,,MA,Middlesex,
"Handwashing Stations, Gowns, Disposable Booties, Face Shields, Safety Goggles, Sneeze Guards / Barriers, Hand Sanitizer, Safety Glasses, Disinfecting Wipes, Nitrile Gloves",2020-11-19 16:35:31.595000+00:00,,MA,Middlesex,
"Surgical Masks, N95 Respirators, Gowns, Clear / Visually Accessible Masks, Disinfecting Wipes",2020-11-19 16:56:39.348000+00:00,,FL,Broward,
"Surgical Caps / Bouffant Caps, Disinfecting Wipes, Nitrile Gloves",2020-11-19 16:56:51.493000+00:00,,CA,San Mateo,
"Safety Glasses, Disinfecting Wipes, Cloth Masks, Hand Sanitizer, Ear Savers",2020-11-19 18:16:15.567000+00:00,,IL,Williamson,
"Face Shields, Hand Sanitizer, Sneeze Guards / Barriers, Thermometers, Disinfecting Wipes, Surgical Masks",2020-11-19 18:17:54.468000+00:00,,MI,,
"Safety Glasses, Surgical Caps / Bouffant Caps, Disinfecting Wipes, Nitrile Gloves, Hand Sanitizer, Face Shields, Thermometers, Gowns",2020-11-19 18:22:22.977000+00:00,,VA,Fauquier,
"Two-way Communication Devices, Safety Goggles, N95 Respirators, Handwashing Stations, Face Shields, Cloth Masks, Thermometers, Nitrile Gloves",2020-11-19 18:35:27.793000+00:00,,TX,Kerr,
"Ear Savers, Disinfecting Wipes, Face Shields, Nitrile Gloves, Hand Sanitizer, Surgical Masks",2020-11-19 19:12:01.007000+00:00,,MA,Middlesex,
"Disinfecting Wipes, N95 Respirators, Gowns, Nitrile Gloves",2020-11-19 19:26:26.742000+00:00,,MI,Saginaw,
"Face Shields, Disinfecting Wipes, Hand Sanitizer, Safety Goggles, Coveralls / Bunny Suits, KN95 Respirators, Nitrile Gloves, Gowns, Thermometers, N95 Respirators, Cloth Masks, Surgical Masks, Clear / Visually Accessible Masks",2020-11-19 20:05:33.726000+00:00,,OR,,
"Disinfecting Wipes, Surgical Masks, Face Shields, Thermometers, Gowns",2020-11-19 21:10:30.854000+00:00,,NY,Queens,
"Hand Sanitizer, Disinfecting Wipes, Gowns, Surgical Masks, Cloth Masks, Face Shields, Clear / Visually Accessible Masks",2020-11-19 22:02:19.726000+00:00,,PA,Centre,
"Face Shields, Surgical Masks, Thermometers, Hand Sanitizer, Disinfecting Wipes, Clear / Visually Accessible Masks, Sneeze Guards / Barriers",2020-11-19 22:18:11.556000+00:00,,PA,,
"Hand Sanitizer, Disinfecting Wipes",2020-11-19 22:26:23.278000+00:00,,TX,Travis,
"Surgical Masks, N95 Respirators",2020-11-19 23:14:49.915000+00:00,,NY,Onondaga,
"KN95 Respirators, Disinfecting Wipes, Sneeze Guards / Barriers, Thermometers, N95 Respirators, Surgical Caps / Bouffant Caps, Surgical Masks, Two-way Communication Devices, Hand Sanitizer, Gowns, Disposable Booties",2020-11-19 23:23:10.179000+00:00,,MS,Carroll,
"Gowns, Coveralls / Bunny Suits, Safety Glasses, Safety Goggles, Clear / Visually Accessible Masks, Two-way Communication Devices, Disinfecting Wipes, Face Shields, N95 Respirators, Thermometers, Hand Sanitizer",2020-11-19 23:28:11.387000+00:00,,PA,Northampton,
"Coveralls / Bunny Suits, KN95 Respirators, Nitrile Gloves, Disinfecting Wipes, Hand Sanitizer",2020-11-20 00:25:05.336000+00:00,,GA,Gwinnett,
"Cloth Masks, Thermometers, Hand Sanitizer, Clear / Visually Accessible Masks, Disinfecting Wipes, Handwashing Stations, Face Shields",2020-11-20 01:12:18.168000+00:00,,MA,Middlesex,
"Hand Sanitizer, Cloth Masks, Surgical Masks, Face Shields",2020-11-20 02:35:55.690000+00:00,,FL,Lee,
"KN95 Respirators, Surgical Masks, Cloth Masks, Disinfecting Wipes, Safety Glasses, Nitrile Gloves, N95 Respirators",2020-11-20 02:58:16.983000+00:00,,GA,Fulton,
"Gowns, Disinfecting Wipes, Sneeze Guards / Barriers, Surgical Caps / Bouffant Caps, Disposable Booties, Coveralls / Bunny Suits, Hand Sanitizer, Ear Savers, N95 Respirators",2020-11-20 02:58:42.665000+00:00,,CT,New Haven,
"Thermometers, Gowns, Disinfecting Wipes, Clear / Visually Accessible Masks, N95 Respirators",2020-11-20 07:16:57.492000+00:00,,CA,,
"Hand Sanitizer, Gowns, Disinfecting Wipes, Nitrile Gloves, Surgical Masks",2020-11-20 12:56:39.942000+00:00,,MA,Middlesex,
N95 Respirators,2020-11-20 12:58:24.114000+00:00,,DC,,
"Cloth Masks, Disinfecting Wipes, Thermometers, Nitrile Gloves",2020-11-20 14:13:22.124000+00:00,,KY,Trigg,
"Coveralls / Bunny Suits, Ear Savers, Surgical Caps / Bouffant Caps, Safety Glasses, Gowns, Sneeze Guards / Barriers, Hand Sanitizer, Safety Goggles, PAPR Replacement Face Shields, Disinfecting Wipes, Nitrile Gloves, Face Shields, Thermometers, Disposable Booties",2020-11-20 15:57:19.829000+00:00,,IL,Cook,
"Disinfecting Wipes, Nitrile Gloves, Ear Savers, Surgical Masks, Sneeze Guards / Barriers",2020-11-20 16:34:38.053000+00:00,,MA,Middlesex,
"KN95 Respirators, Hand Sanitizer, Thermometers, Cloth Masks, Ear Savers, N95 Respirators, Disposable Booties, Surgical Masks, Disinfecting Wipes",2020-11-20 18:12:38.048000+00:00,,CA,Alameda,
"Hand Sanitizer, Surgical Caps / Bouffant Caps, Two-way Communication Devices, N95 Respirators, Face Shields, Disinfecting Wipes",2020-11-20 18:24:56.534000+00:00,,CA,Orange,
"Sneeze Guards / Barriers, Clear / Visually Accessible Masks, Hand Sanitizer, KN95 Respirators, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Handwashing Stations, Thermometers, Two-way Communication Devices, Surgical Masks, Nitrile Gloves, Disposable Booties",2020-11-20 18:55:25.229000+00:00,,CA,Orange,
"Disinfecting Wipes, Hand Sanitizer, Nitrile Gloves, Thermometers",2020-11-20 19:21:47.470000+00:00,,TX,Harris,
"Ear Savers, KN95 Respirators, Gowns, Safety Goggles, Disposable Booties, Hand Sanitizer, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Two-way Communication Devices, Surgical Masks",2020-11-20 19:37:14.401000+00:00,,LA,Evangeline Parish,
"Hand Sanitizer, N95 Respirators, Gowns, Cloth Masks, Safety Goggles, Thermometers",2020-11-20 19:49:35.518000+00:00,,NJ,Bergen,
"Hand Sanitizer, Nitrile Gloves, Gowns, Disinfecting Wipes, Cloth Masks, Ear Savers",2020-11-20 20:30:16.317000+00:00,,AZ,Pima,
"Gowns, Nitrile Gloves, Hand Sanitizer, Handwashing Stations, N95 Respirators, Two-way Communication Devices, KN95 Respirators, Face Shields",2020-11-20 21:08:31.777000+00:00,,NV,Clark,
"Gowns, Safety Goggles, Surgical Masks, KN95 Respirators, Nitrile Gloves, Thermometers, Disinfecting Wipes, Hand Sanitizer",2020-11-20 21:34:45.923000+00:00,,NC,Orange,
"Disinfecting Wipes, Sneeze Guards / Barriers, Safety Glasses, KN95 Respirators, Nitrile Gloves, Handwashing Stations, Face Shields, Safety Goggles, N95 Respirators, Clear / Visually Accessible Masks, Cloth Masks, Gowns, Hand Sanitizer, Surgical Masks",2020-11-20 21:54:37.143000+00:00,,NJ,Camden,
"Disinfecting Wipes, N95 Respirators, Surgical Masks, Nitrile Gloves, Hand Sanitizer, KN95 Respirators",2020-11-20 23:14:20.540000+00:00,,OR,Multnomah,
N95 Respirators,2020-11-20 23:35:16.635000+00:00,,CO,,
"Gowns, Surgical Masks, Disinfecting Wipes, Nitrile Gloves, PAPR Replacement Face Shields, Two-way Communication Devices, Face Shields, Sneeze Guards / Barriers, Thermometers, KN95 Respirators, Safety Goggles, N95 Respirators, Safety Glasses",2020-11-21 00:15:10.176000+00:00,,CA,Los Angeles,
"Nitrile Gloves, Cloth Masks, Disinfecting Wipes, Surgical Masks, Hand Sanitizer, Face Shields",2020-11-21 00:27:12.685000+00:00,,CA,San Francisco,
"Sneeze Guards / Barriers, KN95 Respirators, Face Shields, Safety Glasses",2020-11-21 04:35:15.283000+00:00,,IL,Lake,
Gowns,2020-11-21 06:38:50.839000+00:00,,NV,Storey,
Gowns,2020-11-21 06:41:39.357000+00:00,,SD,Pennington,
Gowns,2020-11-21 06:44:54.779000+00:00,,AR,Pulaski,
Gowns,2020-11-21 06:47:34.457000+00:00,,CA,Marin,
Gowns,2020-11-21 06:50:11.925000+00:00,,CA,San Francisco,
Gowns,2020-11-21 07:12:30.332000+00:00,,CA,Los Angeles,
"N95 Respirators, Disposable Booties, Gowns, Coveralls / Bunny Suits, Safety Glasses, Hand Sanitizer, Safety Goggles, Surgical Caps / Bouffant Caps, Thermometers, Disinfecting Wipes, Face Shields, Ear Savers",2020-11-21 19:17:15.937000+00:00,,VA,Dickenson,
"Ear Savers, Sneeze Guards / Barriers, N95 Respirators, Cloth Masks, Safety Glasses, Surgical Caps / Bouffant Caps, Surgical Masks, Hand Sanitizer, Face Shields",2020-11-21 20:05:01.336000+00:00,,PA,Allegheny,
"Hand Sanitizer, N95 Respirators, Gowns, Nitrile Gloves, Surgical Masks",2020-11-21 20:57:11.938000+00:00,,NY,Kings,
"Hand Sanitizer, KN95 Respirators, Safety Glasses, N95 Respirators, Disinfecting Wipes, Gowns, Nitrile Gloves, Coveralls / Bunny Suits, Surgical Masks, Face Shields",2020-11-22 00:21:31+00:00,,NM,Guadalupe,
N95 Respirators,2020-11-22 00:34:08.757000+00:00,,CA,Alameda,
"Hand Sanitizer, Thermometers, Cloth Masks, Disinfecting Wipes, Safety Goggles, KN95 Respirators, Safety Glasses, Ear Savers, Nitrile Gloves",2020-11-22 04:02:15.330000+00:00,,NJ,Union,
"Face Shields, Gowns, Nitrile Gloves, Safety Goggles, Safety Glasses, Disposable Booties, Disinfecting Wipes, KN95 Respirators, N95 Respirators",2020-11-22 07:51:13.412000+00:00,,CA,Orange,
"Gowns, Thermometers, Disposable Booties, Disinfecting Wipes, Face Shields, Cloth Masks, Surgical Masks, Nitrile Gloves, Hand Sanitizer, Coveralls / Bunny Suits",2020-11-22 17:01:54.689000+00:00,,CA,Los Angeles,
"Coveralls / Bunny Suits, PAPR Replacement Face Shields, Nitrile Gloves, Face Shields, Two-way Communication Devices",2020-11-22 17:53:26.529000+00:00,,MO,Jackson,
"Safety Goggles, N95 Respirators, Thermometers, Disposable Booties, Nitrile Gloves, KN95 Respirators, Handwashing Stations, Coveralls / Bunny Suits, Disinfecting Wipes, Surgical Masks, Face Shields",2020-11-22 21:34:14.571000+00:00,,NJ,Essex,
"Cloth Masks, Thermometers, Disinfecting Wipes, Safety Goggles, KN95 Respirators, Surgical Masks, N95 Respirators",2020-11-22 23:30:20.072000+00:00,,NY,Queens,
"Ear Savers, Sneeze Guards / Barriers, Nitrile Gloves, KN95 Respirators, Hand Sanitizer, N95 Respirators, Disinfecting Wipes, Surgical Masks",2020-11-23 00:49:10.462000+00:00,,NY,Bronx,
"Thermometers, Disinfecting Wipes, Clear / Visually Accessible Masks, Surgical Caps / Bouffant Caps, N95 Respirators, Nitrile Gloves, Hand Sanitizer, Two-way Communication Devices",2020-11-23 04:30:07.966000+00:00,,MN,Hennepin,
"Gowns, Coveralls / Bunny Suits, KN95 Respirators, Face Shields, Safety Goggles, Disposable Booties, Nitrile Gloves, PAPR Replacement Face Shields, Surgical Caps / Bouffant Caps, Surgical Masks",2020-11-23 10:25:21.761000+00:00,,TX,Bexar,
"KN95 Respirators, N95 Respirators",2020-11-23 10:37:45.458000+00:00,,TX,Collin,
"Safety Glasses, N95 Respirators, Cloth Masks",2020-11-23 15:21:24.526000+00:00,,VA,Arlington,
"Thermometers, Hand Sanitizer, Disinfecting Wipes, Gowns, Surgical Masks, Clear / Visually Accessible Masks, Two-way Communication Devices",2020-11-23 15:39:56.544000+00:00,,AZ,Coconino,
"Thermometers, Safety Goggles, Disinfecting Wipes, Coveralls / Bunny Suits, Face Shields, Nitrile Gloves, Cloth Masks, PAPR Replacement Face Shields, Hand Sanitizer, Surgical Masks, N95 Respirators, Clear / Visually Accessible Masks",2020-11-23 17:07:26.866000+00:00,,MO,Webster,
"N95 Respirators, KN95 Respirators",2020-11-23 17:59:43.259000+00:00,,MO,Adair,
"Disinfecting Wipes, N95 Respirators, KN95 Respirators, Hand Sanitizer, Disposable Booties, Surgical Caps / Bouffant Caps, Surgical Masks, Face Shields",2020-11-23 18:21:16.241000+00:00,,IL,Cook,
"Surgical Caps / Bouffant Caps, Surgical Masks, Safety Glasses, Coveralls / Bunny Suits, KN95 Respirators, N95 Respirators, Nitrile Gloves, Face Shields, Hand Sanitizer, Disinfecting Wipes",2020-11-23 18:58:57.572000+00:00,,CA,Los Angeles,
"Handwashing Stations, Two-way Communication Devices, Gowns, Surgical Caps / Bouffant Caps, Surgical Masks, Nitrile Gloves, Sneeze Guards / Barriers, Face Shields, N95 Respirators, Disposable Booties, Clear / Visually Accessible Masks, Safety Goggles",2020-11-23 21:49:01.893000+00:00,,IL,Perry,
"Cloth Masks, Hand Sanitizer, Thermometers, Surgical Masks, Disinfecting Wipes",2020-11-23 21:49:09.626000+00:00,,NY,Queens,
"KN95 Respirators, Disposable Booties, Surgical Masks, Sneeze Guards / Barriers, Hand Sanitizer, Face Shields, Surgical Caps / Bouffant Caps, Safety Glasses, Disinfecting Wipes, Gowns, N95 Respirators",2020-11-24 00:06:38.775000+00:00,,CA,Los Angeles,
"Thermometers, Clear / Visually Accessible Masks, Gowns, Hand Sanitizer, Disposable Booties, Handwashing Stations, Sneeze Guards / Barriers, Safety Goggles, Ear Savers, Face Shields, Coveralls / Bunny Suits, Surgical Masks, Two-way Communication Devices, Cloth Masks, Disinfecting Wipes, Nitrile Gloves",2020-11-24 02:57:40.579000+00:00,,NM,McKinley,
"Nitrile Gloves, KN95 Respirators, Surgical Masks, N95 Respirators, Disinfecting Wipes, Hand Sanitizer, Thermometers",2020-11-24 03:10:24.443000+00:00,,CA,Los Angeles,
"Safety Glasses, Disinfecting Wipes, Ear Savers, Coveralls / Bunny Suits, Handwashing Stations, Face Shields, KN95 Respirators, Nitrile Gloves, Hand Sanitizer, N95 Respirators, Clear / Visually Accessible Masks",2020-11-24 03:38:16.793000+00:00,,CA,Los Angeles,
"N95 Respirators, Gowns, Disinfecting Wipes",2020-11-24 03:44:11.644000+00:00,,OR,Multnomah,
"Two-way Communication Devices, Disinfecting Wipes, Hand Sanitizer, Cloth Masks, KN95 Respirators, Nitrile Gloves, Clear / Visually Accessible Masks, Ear Savers, N95 Respirators, Surgical Masks, Handwashing Stations, Thermometers, Sneeze Guards / Barriers",2020-11-24 07:55:15.509000+00:00,,TX,Lamar,
"Face Shields, N95 Respirators",2020-11-24 13:06:51.947000+00:00,,PA,Fayette,
"N95 Respirators, Hand Sanitizer, Face Shields, Disinfecting Wipes, Surgical Caps / Bouffant Caps, Surgical Masks, KN95 Respirators, Gowns, Cloth Masks, Nitrile Gloves",2020-11-24 14:18:35.447000+00:00,,NY,Kings,
